id,vpiddt,vpidprev,nm
35903611000001109,2018-10-17,326169001,Atosiban 6.75mg/0.9ml solution for injection vials
35935111000001105,2018-10-22,334063007,Rocuronium bromide 50mg/5ml solution for injection vials
35935011000001109,2018-10-22,334064001,Rocuronium bromide 100mg/10ml solution for injection vials
36150411000001106,2018-11-05,326950005,Vinorelbine 10mg/1ml solution for infusion vials
39714211000001106,2021-05-26,319821000,"Streptokinase 250,000unit powder for solution for infusion vials"
39714311000001103,2021-05-26,319823002,"Streptokinase 750,000unit powder for solution for infusion vials"
327399009,2005-08-11,4812011000001108,Trastuzumab 150mg powder for solution for infusion vials
35921311000001108,2018-10-19,326776000,Treosulfan 5g powder for solution for injection vials
36150511000001105,2018-11-05,326951009,Vinorelbine 50mg/5ml solution for infusion vials
39714011000001101,2021-05-26,319819005,Streptokinase 1.5million unit powder for solution for infusion vials
36149811000001101,2018-11-05,326931005,Vinblastine 10mg powder for solution for injection vials
36149911000001106,2018-11-05,326932003,Vinblastine 10mg/10ml solution for injection vials
36150011000001102,2018-11-05,326945004,Vincristine 1mg/1ml solution for injection vials
36150111000001101,2018-11-05,326946003,Vincristine 2mg/2ml solution for injection vials
36150311000001104,2018-11-05,326944000,Vincristine 5mg/5ml solution for injection vials
386119001,2005-08-09,4842611000001106,Voriconazole 200mg powder for solution for infusion vials
38750511000001105,2020-07-15,325929006,Terlipressin 1mg powder and solvent for solution for injection vials
36023811000001108,2018-10-29,400231002,Paclitaxel 300mg/50ml solution for infusion vials
36023911000001103,2018-10-29,324887003,Palivizumab 100mg powder and solvent for solution for injection vials
36024011000001100,2018-10-29,324886007,Palivizumab 50mg powder and solvent for solution for injection vials
35899011000001105,2018-10-17,319841005,Alteplase 10mg powder and solvent for solution for injection vials
35899111000001106,2018-10-17,319840006,Alteplase 20mg powder and solvent for solution for injection vials
35899411000001101,2018-10-17,319837006,Alteplase 50mg powder and solvent for solution for infusion vials
36133811000001102,2018-11-05,326726002,Carmustine 100mg powder and solvent for solution for infusion vials
35934111000001106,2018-10-22,134672002,Rasburicase 1.5mg powder and solvent for solution for infusion vials
36032311000001107,2018-10-29,319912002,Nonacog alfa 250unit powder and solvent for solution for infusion vials
36032411000001100,2018-10-29,319913007,Nonacog alfa 500unit powder and solvent for solution for infusion vials
36032211000001104,2018-10-29,319914001,"Nonacog alfa 1,000unit powder and solvent for solution for infusion vials"
36064311000001107,2018-10-30,319805005,Eptifibatide 20mg/10ml solution for injection vials
36064411000001100,2018-10-30,319806006,Eptifibatide 75mg/100ml solution for infusion vials
34194411000001104,2017-03-13,334068003,Cisatracurium besilate 150mg/30ml solution for injection vials
36072411000001103,2018-10-30,326802005,Epirubicin 10mg/5ml solution for injection vials
36072611000001100,2018-10-30,326803000,Epirubicin 50mg/25ml solution for injection vials
400446007,2007-06-26,134521002,Glatiramer acetate 20mg powder and solvent for solution for injection vials
35937011000001102,2018-10-22,320116008,Salbutamol 5mg/50ml solution for infusion vials
36068411000001109,2018-10-30,326863003,Fluorouracil 500mg/10ml solution for injection vials
35930611000001105,2018-10-22,325864003,Somatropin (rmc) 1.33mg powder and solvent for solution for injection vials
36068211000001105,2018-10-30,326866006,Fluorouracil 2.5g/50ml solution for infusion vials
35929211000001104,2018-10-22,325865002,Somatropin (rbe) 1.3mg powder and solvent for solution for injection vials
35906211000001100,2018-10-18,408133009,Basiliximab 10mg powder and solvent for solution for injection vials
34819811000001109,2017-10-05,326772003,Chlormethine 10mg solution for injection vials
39716911000001105,2021-05-26,327212001,Interferon alfa-2b 25million units/2.5ml solution for injection multidose vials
36072511000001104,2018-10-30,347400007,Epirubicin 200mg/100ml solution for infusion vials
39716311000001109,2021-05-26,432658007,Ibandronic acid 6mg/6ml solution for infusion vials
36023711000001100,2018-10-29,400857008,Paclitaxel 150mg/25ml solution for infusion vials
35934711000001107,2018-10-22,327393005,Rituximab 100mg/10ml solution for infusion vials
35934811000001104,2018-10-22,327394004,Rituximab 500mg/50ml solution for infusion vials
39694911000001107,2021-05-26,319870001,"Aprotinin 500,000 Kallikrein inactivator units/50ml solution for infusion vials"
36049611000001108,2018-10-29,327025003,Irinotecan 40mg/2ml solution for infusion vials
36068311000001102,2018-10-30,326868007,Fluorouracil 250mg/10ml solution for injection vials
35911211000001106,2018-10-19,409410005,Bevacizumab 400mg/16ml solution for infusion vials
35911111000001100,2018-10-19,409409000,Bevacizumab 100mg/4ml solution for infusion vials
36026311000001108,2018-10-29,419435005,Paracetamol 500mg/50ml solution for infusion vials
35892411000001107,2018-10-17,324746009,Aciclovir 250mg/10ml solution for infusion vials
35892511000001106,2018-10-17,324747000,Aciclovir 500mg/20ml solution for infusion vials
35892211000001108,2018-10-17,324748005,Aciclovir 1g/40ml solution for infusion vials
36061811000001100,2018-10-30,419538005,Galsulfase 5mg/5ml solution for infusion vials
36068111000001104,2018-10-30,326861001,Fluorouracil 2.5g/100ml solution for infusion vials
36038411000001103,2018-10-29,423763002,Levetiracetam 500mg/5ml solution for infusion vials
36151111000001107,2018-11-05,416263005,Ziconotide 100micrograms/1ml solution for infusion vials
36151311000001109,2018-11-05,417195007,Ziconotide 500micrograms/5ml solution for infusion vials
36030311000001108,2018-10-29,414806008,Natalizumab 300mg/15ml solution for infusion vials
39695011000001107,2021-05-26,427120009,"Aprotinin 1,000,000 Kallikrein inactivator units/100ml solution for infusion vials"
39716111000001107,2021-05-26,433143008,Ibandronic acid 2mg/2ml solution for infusion vials
36071511000001107,2018-10-30,426040006,Eculizumab 300mg/30ml solution for infusion vials
36025311000001103,2018-10-29,424939008,Panitumumab 100mg/5ml solution for infusion vials
36060911000001103,2018-10-30,433247000,Fosaprepitant 115mg powder for solution for infusion vials
35915411000001108,2018-10-19,426944004,Temsirolimus 30mg/1.2ml solution for infusion vials and diluent
36565511000001102,2019-01-17,326219003,Clotrimazole 10% vaginal cream
35909211000001109,2018-10-19,320490009,Beclometasone 50micrograms/dose breath actuated inhaler
39113611000001102,2020-10-21,320139002,Salbutamol 100micrograms/dose inhaler CFC free
38750811000001108,2020-07-15,331074004,Triamcinolone 55micrograms/dose nasal spray
39109911000001109,2020-10-21,331080007,Mometasone 50micrograms/dose nasal spray
39110511000001107,2020-10-21,331062003,Fluticasone propionate 50micrograms/dose nasal spray
35912211000001104,2018-10-19,331032009,Budesonide 100micrograms/dose nasal spray
36049211000001106,2018-10-29,320345001,Ipratropium bromide 20micrograms/dose breath actuated inhaler
36049311000001103,2018-10-29,320348004,Ipratropium bromide 20micrograms/dose inhaler
39110811000001105,2020-10-21,320244004,Salmeterol 25micrograms/dose inhaler
36049411000001105,2018-10-29,320350007,Ipratropium bromide 40micrograms/dose inhaler
39110911000001100,2020-10-21,320618008,Fluticasone 50micrograms/dose inhaler CFC free
39111211000001103,2020-10-21,320614005,Fluticasone 125micrograms/dose inhaler CFC free
39111411000001104,2020-10-21,320615006,Fluticasone 250micrograms/dose inhaler CFC free
35912511000001101,2018-10-19,320571003,Budesonide 200micrograms/dose inhaler
39111911000001107,2020-10-21,331018007,Beclometasone 50micrograms/dose nasal spray
36022911000001105,2018-10-29,347557000,Oxitropium bromide 100micrograms/dose inhaler
36022811000001100,2018-10-29,320355002,Oxitropium bromide 100micrograms/dose breath actuated inhaler
35909411000001108,2018-10-19,320630002,Beclometasone 50micrograms/dose dry powder inhaler
35908011000001109,2018-10-19,320631003,Beclometasone 100micrograms/dose dry powder inhaler
35912411000001100,2018-10-19,320567001,Budesonide 200micrograms/dose dry powder inhaler
35912111000001105,2018-10-19,320565009,Budesonide 100micrograms/dose dry powder inhaler
35908411000001100,2018-10-19,407770009,Beclometasone 200micrograms/dose dry powder inhaler
35908711000001106,2018-10-19,320632005,Beclometasone 250micrograms/dose dry powder inhaler
35909111000001103,2018-10-19,407769008,Beclometasone 400micrograms/dose dry powder inhaler
35909511000001107,2018-10-19,320533006,Beclometasone 50micrograms/dose inhaler
35908111000001105,2018-10-19,408063002,Beclometasone 100micrograms/dose inhaler CFC free
35909611000001106,2018-10-19,408061000,Beclometasone 50micrograms/dose inhaler CFC free
35909311000001101,2018-10-19,408062007,Beclometasone 50micrograms/dose breath actuated inhaler CFC free
35907911000001107,2018-10-19,408064008,Beclometasone 100micrograms/dose breath actuated inhaler CFC free
35908511000001101,2018-10-19,320532001,Beclometasone 200micrograms/dose inhaler
35908811000001103,2018-10-19,320531008,Beclometasone 250micrograms/dose inhaler
35907811000001102,2018-10-19,320492001,Beclometasone 100micrograms/dose breath actuated inhaler
35908611000001102,2018-10-19,320491008,Beclometasone 250micrograms/dose breath actuated inhaler
38897911000001106,2020-08-19,320602002,Fluticasone propionate 50micrograms/dose dry powder inhaler
38897811000001101,2020-08-19,320603007,Fluticasone propionate 100micrograms/dose dry powder inhaler
36565411000001101,2019-01-17,320604001,Fluticasone propionate 250micrograms/dose dry powder inhaler
38897711000001109,2020-08-19,320605000,Fluticasone propionate 500micrograms/dose dry powder inhaler
35937211000001107,2018-10-22,320148007,Salbutamol 95micrograms/dose dry powder inhaler
39112711000001103,2020-10-21,320151000,Salbutamol 100micrograms/dose breath actuated inhaler CFC free
35916311000001106,2018-10-19,320201003,Terbutaline 500micrograms/dose dry powder inhaler
35912711000001106,2018-10-19,320568006,Budesonide 400micrograms/dose dry powder inhaler
35912811000001103,2018-10-19,320574006,Budesonide 50micrograms/dose inhaler
39112911000001101,2020-10-21,320263003,Formoterol 6micrograms/dose dry powder inhaler
39113011000001109,2020-10-21,320264009,Formoterol 12micrograms/dose dry powder inhaler
39113111000001105,2020-10-21,320206008,Terbutaline 250micrograms/dose inhaler
35916111000001109,2018-10-19,320208009,Terbutaline 250micrograms/dose inhaler with spacer
35936411000001109,2018-10-22,320136009,Salbutamol 100micrograms/dose breath actuated inhaler
38896611000001102,2020-08-19,331054006,Ipratropium bromide 21micrograms/dose nasal spray
39113211000001104,2020-10-21,320250009,Salmeterol 50micrograms/dose dry powder inhaler
39113311000001107,2020-10-21,320141001,Salbutamol 200micrograms/dose dry powder inhaler
35936511000001108,2018-10-22,320176004,Salbutamol 100micrograms/dose inhaler
38895611000001107,2020-08-19,408013007,Mometasone 400micrograms/dose dry powder inhaler
38895411000001109,2020-08-19,408026006,Mometasone 200micrograms/dose dry powder inhaler
36030411000001101,2018-10-29,320677007,Nedocromil 2mg/dose inhaler with spacer
36050311000001109,2018-10-29,319374003,Isosorbide dinitrate 30mg/dose transdermal spray
36059111000001102,2018-10-29,320592003,Fluticasone 25micrograms/dose inhaler
38894511000001107,2020-08-19,414538008,Ipratropium bromide 20micrograms/dose inhaler CFC free
36041411000001109,2018-10-29,326437000,Medroxyprogesterone 150mg/1ml suspension for injection pre-filled syringes
36061611000001104,2018-10-30,317982004,Furosemide 80mg/8ml solution for injection pre-filled syringes
35921911000001109,2018-10-19,325467001,Triamcinolone acetonide 80mg/2ml suspension for injection pre-filled syringes
35921611000001103,2018-10-19,325468006,Triamcinolone acetonide 40mg/1ml suspension for injection pre-filled syringes
11139511000001103,2007-01-25,322816003,Sumatriptan 6mg/0.5ml solution for injection syringe refill
36073111000001102,2018-10-30,327621008,"Epoetin alfa 4,000units/0.4ml solution for injection pre-filled syringes"
36072911000001106,2018-10-30,327619003,"Epoetin alfa 2,000units/0.5ml solution for injection pre-filled syringes"
36047411000001101,2018-10-29,353988000,Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices
36047811000001104,2018-10-29,325070005,Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices
38897011000001107,2020-08-19,400877001,Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices
36072711000001109,2018-10-30,327618006,"Epoetin alfa 1,000units/0.5ml solution for injection pre-filled syringes"
36063511000001104,2018-10-30,327660005,Epoetin beta 500units/0.3ml solution for injection pre-filled syringes
36073011000001103,2018-10-30,327620009,"Epoetin alfa 3,000units/0.3ml solution for injection pre-filled syringes"
36073311000001100,2018-10-30,384871009,"Epoetin alfa 5,000units/0.5ml solution for injection pre-filled syringes"
36073811000001109,2018-10-30,327661009,"Epoetin beta 1,000units/0.3ml solution for injection pre-filled syringes"
36073411000001107,2018-10-30,384870005,"Epoetin alfa 6,000units/0.6ml solution for injection pre-filled syringes"
36073511000001106,2018-10-30,384869009,"Epoetin alfa 7,000units/0.7ml solution for injection pre-filled syringes"
36073611000001105,2018-10-30,384868001,"Epoetin alfa 8,000units/0.8ml solution for injection pre-filled syringes"
36073711000001101,2018-10-30,384867006,"Epoetin alfa 9,000units/0.9ml solution for injection pre-filled syringes"
36074211000001106,2018-10-30,327662002,"Epoetin beta 2,000units/0.3ml solution for injection pre-filled syringes"
36072811000001101,2018-10-30,327622001,"Epoetin alfa 10,000units/1ml solution for injection pre-filled syringes"
36074411000001105,2018-10-30,327663007,"Epoetin beta 3,000units/0.3ml solution for injection pre-filled syringes"
36063211000001102,2018-10-30,327678000,"Epoetin beta 4,000units/0.3ml solution for injection pre-filled syringes"
36063311000001105,2018-10-30,327664001,"Epoetin beta 5,000units/0.3ml solution for injection pre-filled syringes"
36063611000001100,2018-10-30,327677005,"Epoetin beta 6,000units/0.3ml solution for injection pre-filled syringes"
36074011000001101,2018-10-30,327665000,"Epoetin beta 10,000units/0.6ml solution for injection pre-filled syringes"
36566011000001101,2019-01-17,356479009,"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes"
36565711000001107,2019-01-17,319668008,Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes
38896011000001109,2020-08-19,319667003,Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes
36563811000001103,2019-01-17,319616001,"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes"
37084511000001100,2019-04-25,356478001,"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"
35919311000001104,2018-10-19,319701009,"Tinzaparin sodium 3,500units/0.35ml solution for injection pre-filled syringes"
35918811000001101,2018-10-19,319695003,"Tinzaparin sodium 10,000units/0.5ml solution for injection pre-filled syringes"
35918911000001106,2018-10-19,319696002,"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes"
35919011000001102,2018-10-19,319697006,"Tinzaparin sodium 18,000units/0.9ml solution for injection pre-filled syringes"
36134911000001109,2018-11-05,319712009,"Certoparin sodium 3,000units/0.3ml solution for injection pre-filled syringes"
37084311000001106,2019-04-25,319615002,"Dalteparin sodium 10,000units/0.4ml solution for injection pre-filled syringes"
36564211000001101,2019-01-17,319621003,"Dalteparin sodium 15,000units/0.6ml solution for injection pre-filled syringes"
37084411000001104,2019-04-25,319617005,"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes"
36093011000001109,2018-10-31,319650005,"Dalteparin sodium 10,000units/1ml solution for injection pre-filled syringes"
35894311000001107,2018-10-17,326090006,Ganirelix 250micrograms/0.5ml solution for injection pre-filled syringes
35919111000001101,2018-10-19,319708003,"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes"
35919411000001106,2018-10-19,319702002,"Tinzaparin sodium 4,500units/0.45ml solution for injection pre-filled syringes"
38895211000001105,2020-08-19,319680000,Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes
36563911000001108,2019-01-17,319679003,Enoxaparin sodium 120mg/0.8ml solution for injection pre-filled syringes
36564011000001106,2019-01-17,319673002,Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes
38895111000001104,2020-08-19,319672007,Enoxaparin sodium 80mg/0.8ml solution for injection pre-filled syringes
38895011000001100,2020-08-19,319671000,Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes
36060511000001105,2018-10-30,385518005,Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes
36026811000001104,2018-10-29,407926006,Peginterferon alfa-2a 135micrograms/0.5ml solution for injection pre-filled syringes
36026911000001109,2018-10-29,407924009,Peginterferon alfa-2a 180micrograms/0.5ml solution for injection pre-filled syringes
11139411000001102,2007-01-25,322806006,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device
39717111000001105,2021-05-26,327217007,Interferon beta-1a 12million units/0.5ml solution for injection pre-filled syringes
39717011000001109,2021-05-26,327214000,Interferon beta-1a 6million units/0.5ml solution for injection pre-filled syringes
36029011000001104,2018-10-29,334099002,Naloxone 400micrograms/1ml solution for injection pre-filled syringes
36039211000001107,2018-10-29,348364001,Lidocaine 160mg/4ml (4%) oromucosal solution pre-filled syringes
36029211000001109,2018-10-29,334100005,Naloxone 800micrograms/2ml solution for injection pre-filled syringes
36039111000001101,2018-10-29,334218003,Lidocaine 100mg/5ml (2%) solution for injection pre-filled syringes
35911811000001107,2018-10-19,318258002,Bretylium tosilate 500mg/10ml solution for injection pre-filled syringes
35900711000001109,2018-10-17,320379000,Aminophylline 250mg/10ml solution for injection pre-filled syringes
36039011000001102,2018-10-29,334216004,Lidocaine 100mg/10ml (1%) solution for injection pre-filled syringes
35931811000001101,2018-10-22,333869001,Propofol 1g/50ml emulsion for infusion pre-filled syringes
35929811000001103,2018-10-22,325849003,Somatropin (rbe) 200microgram powder and solvent for solution for injection pre-filled disposable devices
35930111000001102,2018-10-22,325848006,Somatropin (rbe) 400microgram powder and solvent for solution for injection pre-filled disposable devices
36070911000001107,2018-10-30,319523005,Dopamine 200mg/5ml solution for infusion pre-filled syringes
36071011000001104,2018-10-30,319524004,Dopamine 400mg/10ml solution for infusion pre-filled syringes
35932111000001103,2018-10-22,333866008,Propofol 500mg/50ml emulsion for infusion pre-filled syringes
35930311000001100,2018-10-22,325847001,Somatropin (rbe) 600microgram powder and solvent for solution for injection pre-filled disposable devices
35930511000001106,2018-10-22,325855008,Somatropin (rbe) 800microgram powder and solvent for solution for injection pre-filled disposable devices
35929111000001105,2018-10-22,325901008,Somatropin (rbe) 1.2mg powder and solvent for solution for injection pre-filled disposable devices
36063711000001109,2018-10-30,327676001,"Epoetin beta 60,000unit powder and solvent for solution for injection pre-filled disposable devices"
35929711000001106,2018-10-22,325856009,Somatropin (rbe) 1mg powder and solvent for solution for injection pre-filled disposable devices
35929311000001107,2018-10-22,325902001,Somatropin (rbe) 1.4mg powder and solvent for solution for injection pre-filled disposable devices
35929411000001100,2018-10-22,325903006,Somatropin (rbe) 1.6mg powder and solvent for solution for injection pre-filled disposable devices
35929511000001101,2018-10-22,325904000,Somatropin (rbe) 1.8mg powder and solvent for solution for injection pre-filled disposable devices
35930011000001103,2018-10-22,325905004,Somatropin (rbe) 2mg powder and solvent for solution for injection pre-filled disposable devices
35901011000001103,2018-10-17,135909003,Amiodarone 300mg/10ml solution for injection pre-filled syringes
35934311000001108,2018-10-22,319724002,"Reviparin sodium 1,432units/0.25ml solution for injection pre-filled syringes"
35894411000001100,2018-10-17,408154002,Adalimumab 40mg/0.8ml solution for injection pre-filled syringes
35916511000001100,2018-10-19,408159007,Teriparatide 750micrograms/3ml solution for injection pre-filled disposable devices
36073911000001104,2018-10-30,327645007,"Epoetin beta 10,000unit powder and solvent for solution for injection pre-filled disposable devices"
36074311000001103,2018-10-30,327646008,"Epoetin beta 20,000unit powder and solvent for solution for injection pre-filled disposable devices"
36063111000001108,2018-10-30,414115003,"Epoetin beta 30,000units/0.6ml solution for injection pre-filled syringes"
35909811000001105,2018-10-19,410966001,"Bemiparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"
35909911000001100,2018-10-19,410968000,"Bemiparin sodium 3,500units/0.2ml solution for injection pre-filled syringes"
38894411000001108,2020-08-19,410972001,"Bemiparin sodium 5,000units/0.2ml solution for injection pre-filled syringes"
116281000001109,2022-07-29,376491004,Lidocaine 5% medicated plasters
35897711000001104,2018-10-17,326688009,Alprostadil 125microgram urethral sticks
35898311000001102,2018-10-17,326689001,Alprostadil 250microgram urethral sticks
35898511000001108,2018-10-17,326690005,Alprostadil 500microgram urethral sticks
39718011000001105,2021-05-26,326428000,Levonorgestrel 20micrograms/24hours intrauterine device
38753811000001101,2020-07-16,349392002,Prednisolone 20mg/application foam enema
36565211000001100,2019-01-17,317410005,Mesalazine 1g/application foam enema
39719911000001101,2021-05-26,331219007,"Nystatin 100,000unit pastilles"
39714511000001109,2021-05-26,317433006,Sulfasalazine 3g/100ml retention enema
39722311000001102,2021-05-27,317693000,Prednisolone 20mg/100ml rectal solution
39718811000001104,2021-05-26,317396001,Mesalazine 1g/100ml enema
39697511000001108,2021-05-26,317695007,Budesonide 2mg/100ml enema
39718911000001109,2021-05-26,317411009,Mesalazine 2g/59ml enema
36047311000001108,2018-10-29,325111000,Insulin isophane human 100units/ml suspension for injection 3ml cartridges
36047511000001102,2018-10-29,371496005,Insulin lispro 100units/ml solution for injection 1.5ml cartridges
36047711000001107,2018-10-29,325067006,Insulin lispro 100units/ml solution for injection 3ml cartridges
38896911000001108,2020-08-19,400780006,Insulin glargine 100units/ml solution for injection 3ml cartridges
35929611000001102,2018-10-22,325884004,Somatropin (rbe) 12mg powder and solvent for solution for injection cartridges
35929011000001109,2018-10-22,325906003,Somatropin (epr) 5mg/1.5ml solution for injection cartridges
35928811000001105,2018-10-22,325907007,Somatropin (epr) 10mg/1.5ml solution for injection cartridges
35930411000001107,2018-10-22,325883005,Somatropin (rbe) 6mg powder and solvent for solution for injection cartridges
35928911000001100,2018-10-22,325908002,Somatropin (epr) 15mg/1.5ml solution for injection cartridges
35929911000001108,2018-10-22,325885003,Somatropin (rbe) 24mg powder and solvent for solution for injection cartridges
35911011000001101,2018-10-19,330619006,Betaxolol 0.25% eye drops 0.25ml unit dose preservative free
36038511000001104,2018-10-29,330724000,Levobunolol 0.5% eye drops 0.4ml unit dose preservative free
37082811000001108,2019-04-25,134751005,Carbomer '980' 0.2% eye drops 0.6ml unit dose preservative free
39717511000001101,2021-05-26,320347009,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials
39717211000001104,2021-05-26,320346000,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials
39710011000001108,2021-05-26,320171009,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials
39709611000001109,2021-05-26,320177008,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials
39712311000001105,2021-05-26,320610001,Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials
39712511000001104,2021-05-26,320611002,Fluticasone 2mg/2ml nebuliser liquid unit dose vials
39714611000001108,2021-05-26,322823002,Sumatriptan 20mg/0.1ml nasal spray unit dose
36044811000001108,2018-10-29,330779008,Hypromellose 0.32% eye drops 0.5ml unit dose preservative free
36098011000001102,2018-10-31,330526000,Diclofenac 0.1% eye drops 0.3ml unit dose preservative free
36034911000001104,2018-10-29,330668006,Metipranolol 0.1% eye drops 0.5ml unit dose preservative free
36035011000001104,2018-10-29,330667001,Metipranolol 0.3% eye drops 0.5ml unit dose preservative free
36145711000001107,2018-11-05,330590000,Tropicamide 0.5% eye drops 0.5ml unit dose preservative free
36145911000001109,2018-11-05,330589009,Tropicamide 1% eye drops 0.5ml unit dose preservative free
36058911000001107,2018-10-29,353194007,Flurbiprofen 0.03% eye drops 0.4ml unit dose preservative free
36030611000001103,2018-10-29,330349004,Neomycin 0.5% eye drops 0.5ml unit dose preservative free
36023111000001101,2018-10-29,330755006,Oxybuprocaine 0.4% eye drops 0.5ml unit dose preservative free
38894911000001100,2020-08-19,331065001,Fluticasone 400microgram/unit dose nasal drops
39721111000001109,2021-05-26,407813006,Zolmitriptan 5mg/0.1ml nasal spray unit dose
39720111000001103,2021-05-26,326273009,"Nystatin 100,000unit pessaries"
35893511000001104,2018-10-17,324664009,Flucytosine 2.5g/250ml solution for infusion bottles
35897411000001105,2018-10-17,324617009,Ofloxacin 100mg/50ml solution for infusion bottles
35893211000001102,2018-10-17,347392009,Dopamine 400mg/250ml solution for injection bottles
36140911000001100,2018-11-05,324608009,Ciprofloxacin 100mg/50ml solution for infusion bottles
38752711000001101,2020-07-16,324615001,Ofloxacin 200mg/100ml solution for infusion bottles
36061011000001106,2018-10-30,347404003,Foscarnet sodium 6g/250ml solution for infusion bottles
36050611000001104,2018-10-29,319377005,Isosorbide dinitrate 50mg/50ml infusion bottles
36050211000001101,2018-10-29,319372004,Isosorbide dinitrate 25mg/50ml infusion bottles
39720811000001105,2021-05-26,426418008,Zoledronic acid 5mg/100ml infusion bottles
39709411000001106,2021-05-26,323073009,Diazepam 5mg/2.5ml rectal solution tube
35899611000001103,2018-10-17,323132005,Amantadine 50mg/5ml oral solution sugar free
39721311000001106,2021-05-26,322851006,Pizotifen 250micrograms/5ml oral solution sugar free
36088911000001104,2018-10-31,321105005,Clomethiazole 157.5mg/5ml oral solution sugar free
38753911000001106,2020-07-16,320777001,Promethazine 5mg/5ml oral solution sugar free
35368611000001108,2018-04-18,320979007,Pholcodine 2mg/5ml oral solution sugar free
38753311000001105,2020-07-16,347294008,Sodium feredetate (iron 27.5mg/5ml) oral solution sugar free
35368911000001102,2018-04-18,317540009,Docusate 12.5mg/5ml oral solution sugar free
36564811000001100,2019-01-17,317799006,Ursodeoxycholic acid 250mg/5ml oral suspension sugar free
39717711000001106,2021-05-26,400309007,Isoprenaline hydrochloride 200micrograms/1ml solution for injection ampoules
39717811000001103,2021-05-26,400661000,Isoprenaline hydrochloride 1mg/5ml solution for injection ampoules
35893411000001103,2018-10-17,318625001,Esmolol 2.5g/10ml solution for infusion ampoules
36028211000001104,2018-10-29,333970001,Pethidine 100mg/2ml solution for injection ampoules
35933911000001107,2018-10-22,317252003,Ranitidine 50mg/2ml solution for injection ampoules
39025311000001106,2020-09-23,320119001,Salbutamol 5mg/5ml solution for infusion ampoules
35895811000001102,2018-10-17,329334005,Alfacalcidol 1micrograms/0.5ml solution for injection ampoules
35896111000001103,2018-10-17,329335006,Alfacalcidol 2micrograms/1ml solution for injection ampoules
35916011000001108,2018-10-19,320199000,Terbutaline 2.5mg/5ml solution for injection ampoules
36144011000001106,2018-11-05,324434009,Trimethoprim 100mg/5ml solution for injection ampoules
36028411000001100,2018-10-29,333967000,Pethidine 50mg/5ml solution for injection ampoules
35916211000001103,2018-10-19,320205007,Terbutaline 500micrograms/1ml solution for injection ampoules
36028111000001105,2018-10-29,333968005,Pethidine 100mg/10ml solution for injection ampoules
37084011000001108,2019-04-25,327537005,Cyanocobalamin 1mg/1ml solution for injection ampoules
36028311000001107,2018-10-29,333969002,Pethidine 50mg/1ml solution for injection ampoules
36061511000001103,2018-10-30,318009005,Furosemide 50mg/5ml solution for injection ampoules
36061411000001102,2018-10-30,318011001,Furosemide 20mg/2ml solution for injection ampoules
36098111000001101,2018-10-31,329556007,Diclofenac 75mg/3ml solution for injection ampoules
34193711000001108,2017-03-13,318012008,Furosemide 250mg/25ml solution for injection ampoules
37084111000001109,2019-04-25,322065007,Cyclizine 50mg/1ml solution for injection ampoules
35920411000001105,2018-10-19,322622005,Tramadol 100mg/2ml solution for injection ampoules
36138411000001105,2018-11-05,321389005,Chlorpromazine 50mg/2ml solution for injection ampoules
35939211000001101,2018-10-22,322922008,Phenobarbital 200mg/1ml solution for injection ampoules
35921511000001102,2018-10-19,330002005,Triamcinolone acetonide 10mg/1ml suspension for injection ampoules
36097611000001105,2018-10-31,323072004,Diazepam 10mg/2ml solution for injection ampoules
35924511000001100,2018-10-22,330021002,Sodium aurothiomalate 10mg/0.5ml solution for injection ampoules
35924611000001101,2018-10-22,330022009,Sodium aurothiomalate 20mg/0.5ml solution for injection ampoules
35924711000001105,2018-10-22,330023004,Sodium aurothiomalate 50mg/0.5ml solution for injection ampoules
36021511000001106,2018-10-29,322147006,Prochlorperazine 12.5mg/1ml solution for injection ampoules
36021411000001107,2018-10-29,329994003,Prednisolone 25mg/1ml suspension for injection ampoules
36137711000001100,2018-11-05,320707000,Chlorphenamine 10mg/1ml solution for injection ampoules
36067511000001109,2018-10-30,318278005,Flecainide 150mg/15ml solution for injection ampoules
